EMPLOYEE1,EMPLOYEE2,similarity
EMPLOYEES30-14188,EMPLOYEES30-14207,1.0
EMPLOYEES30-14189,EMPLOYEES70-9780,1.0
EMPLOYEES30-14190,EMPLOYEES30-12955,1.0
EMPLOYEES30-14191,EMPLOYEES70-4462,1.0
EMPLOYEES30-14192,EMPLOYEES30-12252,1.0
EMPLOYEES30-14193,EMPLOYEES70-3869,1.0
EMPLOYEES30-14194,EMPLOYEES30-11770,1.0
EMPLOYEES30-14195,EMPLOYEES30-10788,1.0
EMPLOYEES30-14196,EMPLOYEES70-4249,1.0
EMPLOYEES30-14197,EMPLOYEES70-3402,1.0
EMPLOYEES30-14198,EMPLOYEES30-13990,1.0
EMPLOYEES30-14199,EMPLOYEES70-2037,1.0
EMPLOYEES30-14200,EMPLOYEES70-7490,1.0
EMPLOYEES30-14201,EMPLOYEES30-14437,1.0
EMPLOYEES30-14202,EMPLOYEES70-7939,1.0
EMPLOYEES30-14203,EMPLOYEES70-4465,1.0
EMPLOYEES30-14204,EMPLOYEES70-3352,1.0
EMPLOYEES30-14205,EMPLOYEES70-5000,1.0
EMPLOYEES30-14206,EMPLOYEES30-13903,1.0
EMPLOYEES30-14207,EMPLOYEES70-6214,1.0
EMPLOYEES30-14208,EMPLOYEES70-5957,1.0
EMPLOYEES30-14209,EMPLOYEES70-5554,1.0
EMPLOYEES30-14210,EMPLOYEES30-13355,1.0
EMPLOYEES30-14211,EMPLOYEES70-2902,1.0
EMPLOYEES30-14212,EMPLOYEES70-591,1.0
EMPLOYEES30-14213,EMPLOYEES70-4511,1.0
EMPLOYEES30-14214,EMPLOYEES70-1986,1.0
EMPLOYEES30-14215,EMPLOYEES70-3452,1.0
EMPLOYEES30-14216,EMPLOYEES30-12325,1.0
EMPLOYEES30-14217,EMPLOYEES70-441,1.0
EMPLOYEES30-14218,EMPLOYEES30-12681,1.0
EMPLOYEES30-14219,EMPLOYEES70-910,1.0
EMPLOYEES30-14220,EMPLOYEES70-4219,1.0
EMPLOYEES30-14221,EMPLOYEES30-14695,1.0
EMPLOYEES30-14222,EMPLOYEES30-12073,1.0
EMPLOYEES30-14223,EMPLOYEES70-889,1.0
EMPLOYEES30-14224,EMPLOYEES70-8466,1.0
EMPLOYEES30-14225,EMPLOYEES70-3025,1.0
EMPLOYEES30-14226,EMPLOYEES70-442,1.0
EMPLOYEES30-14227,EMPLOYEES30-12016,1.0
EMPLOYEES30-14228,EMPLOYEES70-32,1.0
EMPLOYEES30-14229,EMPLOYEES30-13202,1.0
EMPLOYEES30-14230,EMPLOYEES30-14353,1.0
EMPLOYEES30-14231,EMPLOYEES70-405,1.0
EMPLOYEES30-14232,EMPLOYEES70-1191,1.0
EMPLOYEES30-14233,EMPLOYEES70-37,1.0
EMPLOYEES30-14234,EMPLOYEES70-1762,1.0
EMPLOYEES30-14235,EMPLOYEES70-630,1.0
EMPLOYEES30-14236,EMPLOYEES70-1520,1.0
EMPLOYEES30-14237,EMPLOYEES70-5068,1.0
EMPLOYEES30-14238,EMPLOYEES30-11849,1.0
EMPLOYEES30-14239,EMPLOYEES70-6357,1.0
EMPLOYEES30-14240,EMPLOYEES30-14251,1.0
EMPLOYEES30-14241,EMPLOYEES70-625,1.0
EMPLOYEES30-14242,EMPLOYEES70-1028,1.0
EMPLOYEES30-14243,EMPLOYEES30-14820,1.0
EMPLOYEES30-14244,EMPLOYEES70-1459,1.0
EMPLOYEES30-14245,EMPLOYEES70-246,1.0
EMPLOYEES30-14246,EMPLOYEES70-3853,1.0
EMPLOYEES30-14247,EMPLOYEES30-12694,1.0
EMPLOYEES30-14248,EMPLOYEES70-16,1.0
EMPLOYEES30-14249,EMPLOYEES30-14860,1.0
EMPLOYEES30-14250,EMPLOYEES30-14296,1.0
EMPLOYEES30-14251,EMPLOYEES30-14240,1.0
EMPLOYEES30-14252,EMPLOYEES70-6188,1.0
EMPLOYEES30-14253,EMPLOYEES30-14625,1.0
EMPLOYEES30-14254,EMPLOYEES70-286,1.0
EMPLOYEES30-14255,EMPLOYEES30-12610,1.0
EMPLOYEES30-14256,EMPLOYEES30-14689,1.0
EMPLOYEES30-14257,EMPLOYEES30-14813,1.0
EMPLOYEES30-14258,EMPLOYEES30-12586,1.0
EMPLOYEES30-14259,EMPLOYEES70-4948,1.0
EMPLOYEES30-14260,EMPLOYEES30-12091,1.0
EMPLOYEES30-14261,EMPLOYEES70-1615,1.0
EMPLOYEES30-14262,EMPLOYEES30-12863,1.0
EMPLOYEES30-14263,EMPLOYEES30-14319,1.0
EMPLOYEES30-14264,EMPLOYEES30-14818,1.0
EMPLOYEES30-14265,EMPLOYEES30-12617,1.0
EMPLOYEES30-14266,EMPLOYEES70-204,1.0
EMPLOYEES30-14267,EMPLOYEES70-1097,1.0
EMPLOYEES30-14268,EMPLOYEES30-12158,1.0
EMPLOYEES30-14269,EMPLOYEES30-14452,1.0
EMPLOYEES30-14270,EMPLOYEES30-12127,1.0
EMPLOYEES30-14271,EMPLOYEES70-5521,1.0
EMPLOYEES30-14272,EMPLOYEES70-4271,1.0
EMPLOYEES30-14273,EMPLOYEES70-1808,1.0
EMPLOYEES30-14274,EMPLOYEES30-12453,1.0
EMPLOYEES30-14275,EMPLOYEES30-12385,1.0
EMPLOYEES30-14276,EMPLOYEES70-1014,1.0
EMPLOYEES30-14277,EMPLOYEES70-7316,1.0
EMPLOYEES30-14278,EMPLOYEES30-12070,1.0
EMPLOYEES30-14279,EMPLOYEES70-10416,1.0
EMPLOYEES30-14280,EMPLOYEES70-5243,1.0
EMPLOYEES30-14281,EMPLOYEES30-12545,1.0
EMPLOYEES30-14282,EMPLOYEES70-3108,1.0
EMPLOYEES30-14283,EMPLOYEES70-274,1.0
EMPLOYEES30-14284,EMPLOYEES70-6636,1.0
EMPLOYEES30-14285,EMPLOYEES70-1956,1.0
EMPLOYEES30-14286,EMPLOYEES70-143,1.0
EMPLOYEES30-14287,EMPLOYEES70-21,1.0
EMPLOYEES30-14288,EMPLOYEES30-14965,1.0
EMPLOYEES30-14289,EMPLOYEES70-28,1.0
EMPLOYEES30-14290,EMPLOYEES30-12111,1.0
EMPLOYEES30-14291,EMPLOYEES70-373,1.0
EMPLOYEES30-14292,EMPLOYEES70-7969,1.0
EMPLOYEES30-14293,EMPLOYEES70-625,1.0
EMPLOYEES30-14294,EMPLOYEES70-10246,1.0
EMPLOYEES30-14295,EMPLOYEES30-13683,1.0
EMPLOYEES30-14296,EMPLOYEES70-124,1.0
EMPLOYEES30-14297,EMPLOYEES30-12698,1.0
EMPLOYEES30-14298,EMPLOYEES70-2178,1.0
EMPLOYEES30-14299,EMPLOYEES70-1203,1.0
EMPLOYEES30-14300,EMPLOYEES70-9840,1.0
EMPLOYEES30-14301,EMPLOYEES70-1129,1.0
EMPLOYEES30-14302,EMPLOYEES70-1236,1.0
EMPLOYEES30-14303,EMPLOYEES30-11665,1.0
EMPLOYEES30-14304,EMPLOYEES70-93,1.0
EMPLOYEES30-14305,EMPLOYEES70-7461,1.0
EMPLOYEES30-14306,EMPLOYEES30-14863,1.0
EMPLOYEES30-14307,EMPLOYEES70-345,1.0
EMPLOYEES30-14308,EMPLOYEES70-1839,1.0
EMPLOYEES30-14309,EMPLOYEES70-1301,1.0
EMPLOYEES30-14310,EMPLOYEES70-1191,1.0
EMPLOYEES30-14311,EMPLOYEES70-4292,1.0
EMPLOYEES30-14312,EMPLOYEES70-2916,1.0
EMPLOYEES30-14313,EMPLOYEES70-5308,1.0
EMPLOYEES30-14314,EMPLOYEES70-1167,1.0
EMPLOYEES30-14315,EMPLOYEES70-529,1.0
EMPLOYEES30-14316,EMPLOYEES70-9033,1.0
EMPLOYEES30-14317,EMPLOYEES70-4076,1.0
EMPLOYEES30-14318,EMPLOYEES70-501,1.0
EMPLOYEES30-14319,EMPLOYEES30-14263,1.0
EMPLOYEES30-14320,EMPLOYEES70-10443,1.0
EMPLOYEES30-14321,EMPLOYEES30-13459,1.0
EMPLOYEES30-14322,EMPLOYEES70-558,1.0
EMPLOYEES30-14323,EMPLOYEES70-31,1.0
EMPLOYEES30-14324,EMPLOYEES70-800,1.0
EMPLOYEES30-14325,EMPLOYEES70-6118,1.0
EMPLOYEES30-14326,EMPLOYEES70-811,1.0
EMPLOYEES30-14327,EMPLOYEES70-2366,1.0
EMPLOYEES30-14328,EMPLOYEES30-14082,1.0
EMPLOYEES30-14329,EMPLOYEES30-12677,1.0
EMPLOYEES30-14330,EMPLOYEES70-96,1.0
EMPLOYEES30-14331,EMPLOYEES70-237,1.0
EMPLOYEES30-14332,EMPLOYEES70-5862,1.0
EMPLOYEES30-14333,EMPLOYEES30-12368,1.0
EMPLOYEES30-14334,EMPLOYEES70-7187,1.0
EMPLOYEES30-14335,EMPLOYEES30-12418,1.0
EMPLOYEES30-14336,EMPLOYEES30-14861,1.0
EMPLOYEES30-14337,EMPLOYEES70-1417,1.0
EMPLOYEES30-14338,EMPLOYEES70-82,1.0
EMPLOYEES30-14339,EMPLOYEES70-10250,1.0
EMPLOYEES30-14340,EMPLOYEES30-14964,1.0
EMPLOYEES30-14341,EMPLOYEES70-1775,1.0
EMPLOYEES30-14342,EMPLOYEES70-1465,1.0
EMPLOYEES30-14343,EMPLOYEES70-82,1.0
EMPLOYEES30-14344,EMPLOYEES70-9119,1.0
EMPLOYEES30-14345,EMPLOYEES70-4520,1.0
EMPLOYEES30-14346,EMPLOYEES30-12747,1.0
EMPLOYEES30-14347,EMPLOYEES30-12359,1.0
EMPLOYEES30-14348,EMPLOYEES70-295,1.0
EMPLOYEES30-14349,EMPLOYEES30-14637,1.0
EMPLOYEES30-14350,EMPLOYEES30-14111,1.0
EMPLOYEES30-14351,EMPLOYEES70-10099,1.0
EMPLOYEES30-14352,EMPLOYEES70-1215,1.0
EMPLOYEES30-14353,EMPLOYEES30-12032,1.0
EMPLOYEES30-14354,EMPLOYEES70-1735,1.0
EMPLOYEES30-14355,EMPLOYEES70-242,1.0
EMPLOYEES30-14356,EMPLOYEES70-2831,1.0
EMPLOYEES30-14357,EMPLOYEES70-760,1.0
EMPLOYEES30-14358,EMPLOYEES70-4242,1.0
EMPLOYEES30-14359,EMPLOYEES70-810,1.0
EMPLOYEES30-14360,EMPLOYEES70-7554,1.0
EMPLOYEES30-14361,EMPLOYEES30-14862,1.0
EMPLOYEES30-14362,EMPLOYEES30-14714,1.0
EMPLOYEES30-14363,EMPLOYEES70-538,1.0
EMPLOYEES30-14364,EMPLOYEES70-9993,1.0
EMPLOYEES30-14365,EMPLOYEES30-13459,1.0
EMPLOYEES30-14366,EMPLOYEES30-11751,1.0
EMPLOYEES30-14367,EMPLOYEES30-14444,1.0
EMPLOYEES30-14368,EMPLOYEES70-6209,1.0
EMPLOYEES30-14369,EMPLOYEES30-14819,1.0
EMPLOYEES30-14370,EMPLOYEES30-12530,1.0
EMPLOYEES30-14371,EMPLOYEES30-12336,1.0
EMPLOYEES30-14372,EMPLOYEES70-182,1.0
EMPLOYEES30-14373,EMPLOYEES70-3449,1.0
EMPLOYEES30-14374,EMPLOYEES70-609,1.0
EMPLOYEES30-14375,EMPLOYEES30-10917,1.0
EMPLOYEES30-14376,EMPLOYEES30-13286,1.0
EMPLOYEES30-14377,EMPLOYEES70-1272,1.0
EMPLOYEES30-14378,EMPLOYEES30-11388,1.0
EMPLOYEES30-14379,EMPLOYEES70-3554,1.0
EMPLOYEES30-14380,EMPLOYEES30-13200,1.0
EMPLOYEES30-14381,EMPLOYEES30-14245,1.0
EMPLOYEES30-14382,EMPLOYEES70-2157,1.0
EMPLOYEES30-14383,EMPLOYEES70-1763,1.0
EMPLOYEES30-14384,EMPLOYEES70-1862,1.0
EMPLOYEES30-14385,EMPLOYEES70-935,1.0
EMPLOYEES30-14386,EMPLOYEES70-8446,1.0
EMPLOYEES30-14387,EMPLOYEES70-8898,1.0
EMPLOYEES30-14388,EMPLOYEES70-9598,1.0
EMPLOYEES30-14389,EMPLOYEES70-243,1.0
EMPLOYEES30-14390,EMPLOYEES70-1197,1.0
EMPLOYEES30-14391,EMPLOYEES30-14648,1.0
EMPLOYEES30-14392,EMPLOYEES70-1629,1.0
EMPLOYEES30-14393,EMPLOYEES70-896,1.0
EMPLOYEES30-14394,EMPLOYEES30-10732,1.0
EMPLOYEES30-14395,EMPLOYEES70-1858,1.0
EMPLOYEES30-14396,EMPLOYEES30-11354,1.0
EMPLOYEES30-14397,EMPLOYEES30-14579,1.0
EMPLOYEES30-14398,EMPLOYEES30-14772,1.0
EMPLOYEES30-14399,EMPLOYEES70-1933,1.0
EMPLOYEES30-14400,EMPLOYEES30-12116,1.0
EMPLOYEES30-14401,EMPLOYEES30-12271,1.0
EMPLOYEES30-14402,EMPLOYEES30-14609,1.0
EMPLOYEES30-14403,EMPLOYEES70-9670,1.0
EMPLOYEES30-14404,EMPLOYEES70-5007,1.0
EMPLOYEES30-14405,EMPLOYEES30-12187,1.0
EMPLOYEES30-14406,EMPLOYEES30-13876,1.0
EMPLOYEES30-14407,EMPLOYEES30-12653,1.0
EMPLOYEES30-14409,EMPLOYEES70-1929,1.0
EMPLOYEES30-14410,EMPLOYEES30-12494,1.0
EMPLOYEES30-14411,EMPLOYEES30-11865,1.0
EMPLOYEES30-14412,EMPLOYEES70-2017,1.0
EMPLOYEES30-14413,EMPLOYEES70-6467,1.0
EMPLOYEES30-14414,EMPLOYEES70-4430,1.0
EMPLOYEES30-14415,EMPLOYEES70-311,1.0
EMPLOYEES30-14416,EMPLOYEES70-6985,1.0
EMPLOYEES30-14417,EMPLOYEES30-12607,1.0
EMPLOYEES30-14418,EMPLOYEES70-7632,1.0
EMPLOYEES30-14419,EMPLOYEES70-3360,1.0
EMPLOYEES30-14420,EMPLOYEES70-569,1.0
EMPLOYEES30-14421,EMPLOYEES70-813,1.0
EMPLOYEES30-14422,EMPLOYEES30-13919,1.0
EMPLOYEES30-14423,EMPLOYEES30-14862,1.0
EMPLOYEES30-14424,EMPLOYEES70-9403,1.0
EMPLOYEES30-14425,EMPLOYEES70-619,1.0
EMPLOYEES30-14426,EMPLOYEES70-1046,1.0
EMPLOYEES30-14427,EMPLOYEES70-1765,1.0
EMPLOYEES30-14428,EMPLOYEES30-14974,1.0
EMPLOYEES30-14429,EMPLOYEES30-14344,1.0
EMPLOYEES30-14430,EMPLOYEES70-1473,1.0
EMPLOYEES30-14431,EMPLOYEES70-7782,1.0
EMPLOYEES30-14432,EMPLOYEES30-12655,1.0
EMPLOYEES30-14433,EMPLOYEES70-613,1.0
EMPLOYEES30-14434,EMPLOYEES30-14677,1.0
EMPLOYEES30-14435,EMPLOYEES30-12539,1.0
EMPLOYEES30-14436,EMPLOYEES30-12215,1.0
EMPLOYEES30-14437,EMPLOYEES70-5122,1.0
EMPLOYEES30-14438,EMPLOYEES30-14773,1.0
EMPLOYEES30-14439,EMPLOYEES70-1485,1.0
EMPLOYEES30-14440,EMPLOYEES70-8288,1.0
EMPLOYEES30-14441,EMPLOYEES30-11861,1.0
EMPLOYEES30-14442,EMPLOYEES70-1024,1.0
EMPLOYEES30-14443,EMPLOYEES30-11571,1.0
EMPLOYEES30-14444,EMPLOYEES30-12349,1.0
EMPLOYEES30-14445,EMPLOYEES70-721,1.0
EMPLOYEES30-14446,EMPLOYEES30-13486,1.0
EMPLOYEES30-14447,EMPLOYEES30-14967,1.0
EMPLOYEES30-14448,EMPLOYEES30-14985,1.0
EMPLOYEES30-14449,EMPLOYEES70-1787,1.0
EMPLOYEES30-14450,EMPLOYEES70-7810,1.0
EMPLOYEES30-14451,EMPLOYEES30-12198,1.0
EMPLOYEES30-14452,EMPLOYEES70-400,1.0
EMPLOYEES30-14453,EMPLOYEES30-13317,1.0
EMPLOYEES30-14454,EMPLOYEES30-12132,1.0
EMPLOYEES30-14455,EMPLOYEES30-14985,1.0
EMPLOYEES30-14456,EMPLOYEES70-2229,1.0
EMPLOYEES30-14457,EMPLOYEES70-706,1.0
EMPLOYEES30-14458,EMPLOYEES30-14824,1.0
EMPLOYEES30-14460,EMPLOYEES70-6100,1.0
EMPLOYEES30-14461,EMPLOYEES70-349,1.0
EMPLOYEES30-14462,EMPLOYEES70-7360,1.0
EMPLOYEES30-14463,EMPLOYEES70-861,1.0
EMPLOYEES30-14464,EMPLOYEES70-6605,1.0
EMPLOYEES30-14465,EMPLOYEES70-10012,1.0
EMPLOYEES30-14466,EMPLOYEES70-6435,1.0
EMPLOYEES30-14467,EMPLOYEES30-14872,1.0
EMPLOYEES30-14468,EMPLOYEES30-12394,1.0
EMPLOYEES30-14469,EMPLOYEES70-1734,1.0
EMPLOYEES30-14470,EMPLOYEES70-1373,1.0
EMPLOYEES30-14471,EMPLOYEES70-1808,1.0
EMPLOYEES30-14472,EMPLOYEES70-1742,1.0
EMPLOYEES30-14473,EMPLOYEES70-6593,1.0
EMPLOYEES30-14474,EMPLOYEES30-14439,1.0
EMPLOYEES30-14475,EMPLOYEES30-14998,1.0
EMPLOYEES30-14476,EMPLOYEES30-14087,1.0
EMPLOYEES30-14477,EMPLOYEES70-2090,1.0
EMPLOYEES30-14478,EMPLOYEES30-12275,1.0
EMPLOYEES30-14479,EMPLOYEES70-10411,1.0
EMPLOYEES30-14480,EMPLOYEES30-12758,1.0
EMPLOYEES30-14481,EMPLOYEES70-9685,1.0
EMPLOYEES30-14482,EMPLOYEES70-1337,1.0
EMPLOYEES30-14483,EMPLOYEES30-14704,1.0
EMPLOYEES30-14484,EMPLOYEES70-3503,1.0
EMPLOYEES30-14485,EMPLOYEES70-812,1.0
EMPLOYEES30-14486,EMPLOYEES70-1002,1.0
EMPLOYEES30-14487,EMPLOYEES70-10145,1.0
EMPLOYEES30-14488,EMPLOYEES30-14266,1.0
EMPLOYEES30-14489,EMPLOYEES70-2971,1.0
EMPLOYEES30-14490,EMPLOYEES70-513,1.0
EMPLOYEES30-14491,EMPLOYEES70-5721,1.0
EMPLOYEES30-14492,EMPLOYEES70-1757,1.0
EMPLOYEES30-14494,EMPLOYEES30-11812,1.0
EMPLOYEES30-14495,EMPLOYEES70-482,1.0
EMPLOYEES30-14496,EMPLOYEES30-12059,1.0
EMPLOYEES30-14497,EMPLOYEES70-531,1.0
EMPLOYEES30-14498,EMPLOYEES70-1444,1.0
EMPLOYEES30-14499,EMPLOYEES70-1486,1.0
EMPLOYEES30-14500,EMPLOYEES30-11955,1.0
EMPLOYEES30-14501,EMPLOYEES70-1479,1.0
EMPLOYEES30-14502,EMPLOYEES70-1227,1.0
EMPLOYEES30-14503,EMPLOYEES70-3155,1.0
EMPLOYEES30-14504,EMPLOYEES30-14568,1.0
EMPLOYEES30-14505,EMPLOYEES30-14543,1.0
EMPLOYEES30-14506,EMPLOYEES70-1886,1.0
EMPLOYEES30-14507,EMPLOYEES70-659,1.0
EMPLOYEES30-14508,EMPLOYEES70-612,1.0
EMPLOYEES30-14509,EMPLOYEES30-12286,1.0
EMPLOYEES30-14510,EMPLOYEES70-425,1.0
EMPLOYEES30-14511,EMPLOYEES30-11866,1.0
EMPLOYEES30-14512,EMPLOYEES30-12334,1.0
EMPLOYEES30-14513,EMPLOYEES70-4026,1.0
EMPLOYEES30-14514,EMPLOYEES70-221,1.0
EMPLOYEES30-14515,EMPLOYEES70-358,1.0
EMPLOYEES30-14516,EMPLOYEES70-5683,1.0
EMPLOYEES30-14517,EMPLOYEES30-12073,1.0
EMPLOYEES30-14518,EMPLOYEES30-12575,1.0
EMPLOYEES30-14519,EMPLOYEES70-698,1.0
EMPLOYEES30-14520,EMPLOYEES70-9384,1.0
EMPLOYEES30-14521,EMPLOYEES70-988,1.0
EMPLOYEES30-14522,EMPLOYEES30-12741,1.0
EMPLOYEES30-14523,EMPLOYEES70-1890,1.0
EMPLOYEES30-14524,EMPLOYEES70-1538,1.0
EMPLOYEES30-14525,EMPLOYEES30-12014,1.0
EMPLOYEES30-14526,EMPLOYEES30-12055,1.0
EMPLOYEES30-14527,EMPLOYEES70-7802,1.0
EMPLOYEES30-14528,EMPLOYEES70-1004,1.0
EMPLOYEES30-14529,EMPLOYEES70-825,1.0
EMPLOYEES30-14530,EMPLOYEES70-1601,1.0
EMPLOYEES30-14531,EMPLOYEES70-7331,1.0
EMPLOYEES30-14532,EMPLOYEES70-14,1.0
EMPLOYEES30-14533,EMPLOYEES70-1833,1.0
EMPLOYEES30-14534,EMPLOYEES70-7897,1.0
EMPLOYEES30-14535,EMPLOYEES30-12671,1.0
EMPLOYEES30-14536,EMPLOYEES30-11911,1.0
EMPLOYEES30-14537,EMPLOYEES70-1715,1.0
EMPLOYEES30-14538,EMPLOYEES30-14529,1.0
EMPLOYEES30-14539,EMPLOYEES70-2979,1.0
EMPLOYEES30-14540,EMPLOYEES30-12310,1.0
EMPLOYEES30-14541,EMPLOYEES70-1485,1.0
EMPLOYEES30-14542,EMPLOYEES70-6385,1.0
EMPLOYEES30-14543,EMPLOYEES30-14505,1.0
EMPLOYEES30-14544,EMPLOYEES70-1681,1.0
EMPLOYEES30-14545,EMPLOYEES70-905,1.0
EMPLOYEES30-14546,EMPLOYEES30-12523,1.0
EMPLOYEES30-14547,EMPLOYEES70-6123,1.0
EMPLOYEES30-14548,EMPLOYEES30-13522,1.0
EMPLOYEES30-14549,EMPLOYEES30-14439,1.0
EMPLOYEES30-14550,EMPLOYEES30-14955,1.0
EMPLOYEES30-14551,EMPLOYEES30-14540,1.0
EMPLOYEES30-14552,EMPLOYEES70-953,1.0
EMPLOYEES30-14553,EMPLOYEES30-12327,1.0
EMPLOYEES30-14554,EMPLOYEES70-6214,1.0
EMPLOYEES30-14555,EMPLOYEES70-10315,1.0
EMPLOYEES30-14556,EMPLOYEES70-594,1.0
EMPLOYEES30-14557,EMPLOYEES70-517,1.0
EMPLOYEES30-14558,EMPLOYEES30-13907,1.0
EMPLOYEES30-14559,EMPLOYEES70-1574,1.0
EMPLOYEES30-14560,EMPLOYEES30-12598,1.0
EMPLOYEES30-14561,EMPLOYEES70-749,1.0
EMPLOYEES30-14562,EMPLOYEES30-12611,1.0
EMPLOYEES30-14563,EMPLOYEES70-10106,1.0
EMPLOYEES30-14564,EMPLOYEES30-13086,1.0
EMPLOYEES30-14565,EMPLOYEES70-558,1.0
EMPLOYEES30-14566,EMPLOYEES30-11144,1.0
EMPLOYEES30-14567,EMPLOYEES30-14643,1.0
EMPLOYEES30-14568,EMPLOYEES30-14504,1.0
EMPLOYEES30-14569,EMPLOYEES30-12467,1.0
EMPLOYEES30-14570,EMPLOYEES30-11721,1.0
EMPLOYEES30-14571,EMPLOYEES70-1551,1.0
EMPLOYEES30-14572,EMPLOYEES30-12044,1.0
EMPLOYEES30-14573,EMPLOYEES30-13498,1.0
EMPLOYEES30-14574,EMPLOYEES70-8993,1.0
EMPLOYEES30-14575,EMPLOYEES70-6001,1.0
EMPLOYEES30-14576,EMPLOYEES70-1058,1.0
EMPLOYEES30-14577,EMPLOYEES70-5681,1.0
EMPLOYEES30-14578,EMPLOYEES70-975,1.0
EMPLOYEES30-14579,EMPLOYEES30-12110,1.0
EMPLOYEES30-14580,EMPLOYEES70-4546,1.0
EMPLOYEES30-14581,EMPLOYEES70-1030,1.0
EMPLOYEES30-14582,EMPLOYEES70-7553,1.0
EMPLOYEES30-14583,EMPLOYEES70-747,1.0
EMPLOYEES30-14584,EMPLOYEES70-4380,1.0
EMPLOYEES30-14585,EMPLOYEES70-1090,1.0
EMPLOYEES30-14586,EMPLOYEES70-10013,1.0
EMPLOYEES30-14587,EMPLOYEES30-11080,1.0
EMPLOYEES30-14588,EMPLOYEES70-3188,1.0
EMPLOYEES30-14589,EMPLOYEES70-1563,1.0
EMPLOYEES30-14590,EMPLOYEES30-10960,1.0
EMPLOYEES30-14591,EMPLOYEES70-10263,1.0
EMPLOYEES30-14592,EMPLOYEES30-12723,1.0
EMPLOYEES30-14593,EMPLOYEES70-813,1.0
EMPLOYEES30-14594,EMPLOYEES70-336,1.0
EMPLOYEES30-14595,EMPLOYEES30-12659,1.0
EMPLOYEES30-14596,EMPLOYEES70-1281,1.0
EMPLOYEES30-14597,EMPLOYEES30-12994,1.0
EMPLOYEES30-14598,EMPLOYEES70-593,1.0
EMPLOYEES30-14599,EMPLOYEES70-665,1.0
EMPLOYEES30-14600,EMPLOYEES30-14624,1.0
EMPLOYEES30-14601,EMPLOYEES30-14685,1.0
EMPLOYEES30-14602,EMPLOYEES70-4884,1.0
EMPLOYEES30-14603,EMPLOYEES70-1693,1.0
EMPLOYEES30-14604,EMPLOYEES70-7177,1.0
EMPLOYEES30-14605,EMPLOYEES70-260,1.0
EMPLOYEES30-14606,EMPLOYEES30-13585,1.0
EMPLOYEES30-14607,EMPLOYEES30-12703,1.0
EMPLOYEES30-14608,EMPLOYEES70-1847,1.0
EMPLOYEES30-14609,EMPLOYEES30-14402,1.0
EMPLOYEES30-14610,EMPLOYEES30-10827,1.0
EMPLOYEES30-14611,EMPLOYEES30-12687,1.0
EMPLOYEES30-14612,EMPLOYEES70-401,1.0
EMPLOYEES30-14613,EMPLOYEES30-14981,1.0
EMPLOYEES30-14614,EMPLOYEES70-2918,1.0
EMPLOYEES30-14615,EMPLOYEES70-3886,1.0
EMPLOYEES30-14616,EMPLOYEES30-13551,1.0
EMPLOYEES30-14617,EMPLOYEES70-2430,1.0
EMPLOYEES30-14618,EMPLOYEES30-13071,1.0
EMPLOYEES30-14619,EMPLOYEES70-31,1.0
EMPLOYEES30-14620,EMPLOYEES70-6260,1.0
EMPLOYEES30-14621,EMPLOYEES70-866,1.0
EMPLOYEES30-14622,EMPLOYEES30-11191,1.0
EMPLOYEES30-14623,EMPLOYEES30-13984,1.0
EMPLOYEES30-14624,EMPLOYEES70-2003,1.0
EMPLOYEES30-14625,EMPLOYEES30-14253,1.0
EMPLOYEES30-14626,EMPLOYEES70-2624,1.0
EMPLOYEES30-14627,EMPLOYEES70-234,1.0
EMPLOYEES30-14628,EMPLOYEES70-10109,1.0
EMPLOYEES30-14629,EMPLOYEES30-12605,1.0
EMPLOYEES30-14630,EMPLOYEES70-3309,1.0
EMPLOYEES30-14631,EMPLOYEES70-1141,1.0
EMPLOYEES30-14632,EMPLOYEES30-12129,1.0
EMPLOYEES30-14633,EMPLOYEES30-12568,1.0
EMPLOYEES30-14635,EMPLOYEES30-14969,1.0
EMPLOYEES30-14636,EMPLOYEES70-7758,1.0
EMPLOYEES30-14637,EMPLOYEES70-395,1.0
EMPLOYEES30-14638,EMPLOYEES70-3870,1.0
EMPLOYEES30-14639,EMPLOYEES70-8345,1.0
EMPLOYEES30-14640,EMPLOYEES70-7553,1.0
EMPLOYEES30-14641,EMPLOYEES70-867,1.0
EMPLOYEES30-14642,EMPLOYEES70-8527,1.0
EMPLOYEES30-14643,EMPLOYEES70-760,1.0
EMPLOYEES30-14644,EMPLOYEES70-5150,1.0
EMPLOYEES30-14645,EMPLOYEES70-1885,1.0
EMPLOYEES30-14646,EMPLOYEES70-1523,1.0
EMPLOYEES30-14647,EMPLOYEES30-14738,1.0
EMPLOYEES30-14648,EMPLOYEES30-14354,1.0
EMPLOYEES30-14649,EMPLOYEES70-238,1.0
EMPLOYEES30-14650,EMPLOYEES70-8319,1.0
EMPLOYEES30-14651,EMPLOYEES70-1600,1.0
EMPLOYEES30-14652,EMPLOYEES70-9598,1.0
EMPLOYEES30-14653,EMPLOYEES70-6925,1.0
EMPLOYEES30-14654,EMPLOYEES70-4306,1.0
EMPLOYEES30-14655,EMPLOYEES70-7320,1.0
EMPLOYEES30-14656,EMPLOYEES70-4367,1.0
EMPLOYEES30-14657,EMPLOYEES30-12196,1.0
EMPLOYEES30-14658,EMPLOYEES30-12134,1.0
EMPLOYEES30-14659,EMPLOYEES70-556,1.0
