EMPLOYEE1,EMPLOYEE2,similarity
EMPLOYEES1184,EMPLOYEES1334,1.0
EMPLOYEES11840,EMPLOYEES5845,1.0
EMPLOYEES11841,EMPLOYEES2638,1.0
EMPLOYEES11842,EMPLOYEES14053,1.0
EMPLOYEES11843,EMPLOYEES4451,1.0
EMPLOYEES11844,EMPLOYEES5456,1.0
EMPLOYEES11845,EMPLOYEES7814,1.0
EMPLOYEES11846,EMPLOYEES8367,1.0
EMPLOYEES11847,EMPLOYEES10890,1.0
EMPLOYEES11848,EMPLOYEES9999,1.0
EMPLOYEES11849,EMPLOYEES12289,1.0
EMPLOYEES1185,EMPLOYEES8623,1.0
EMPLOYEES11850,EMPLOYEES7241,1.0
EMPLOYEES11851,EMPLOYEES5571,1.0
EMPLOYEES11852,EMPLOYEES2181,1.0
EMPLOYEES11853,EMPLOYEES11296,1.0
EMPLOYEES11854,EMPLOYEES8656,1.0
EMPLOYEES11855,EMPLOYEES5907,1.0
EMPLOYEES11856,EMPLOYEES4632,1.0
EMPLOYEES11857,EMPLOYEES10339,1.0
EMPLOYEES11858,EMPLOYEES12686,1.0
EMPLOYEES11859,EMPLOYEES2588,1.0
EMPLOYEES1186,EMPLOYEES12438,1.0
EMPLOYEES11860,EMPLOYEES7514,1.0
EMPLOYEES11861,EMPLOYEES14441,1.0
EMPLOYEES11862,EMPLOYEES9600,1.0
EMPLOYEES11863,EMPLOYEES8800,1.0
EMPLOYEES11864,EMPLOYEES13654,1.0
EMPLOYEES11865,EMPLOYEES14411,1.0
EMPLOYEES11866,EMPLOYEES11161,1.0
EMPLOYEES11867,EMPLOYEES13207,1.0
EMPLOYEES11868,EMPLOYEES10709,1.0
EMPLOYEES11869,EMPLOYEES266,1.0
EMPLOYEES1187,EMPLOYEES99,1.0
EMPLOYEES11870,EMPLOYEES3430,1.0
EMPLOYEES11871,EMPLOYEES12375,1.0
EMPLOYEES11872,EMPLOYEES13845,1.0
EMPLOYEES11873,EMPLOYEES8851,1.0
EMPLOYEES11874,EMPLOYEES3794,1.0
EMPLOYEES11875,EMPLOYEES13869,1.0
EMPLOYEES11876,EMPLOYEES4942,1.0
EMPLOYEES11877,EMPLOYEES1745,1.0
EMPLOYEES11879,EMPLOYEES8024,1.0
EMPLOYEES1188,EMPLOYEES340,1.0
EMPLOYEES11880,EMPLOYEES874,1.0
EMPLOYEES11881,EMPLOYEES8483,1.0
EMPLOYEES11882,EMPLOYEES4014,1.0
EMPLOYEES11883,EMPLOYEES5130,1.0
EMPLOYEES11884,EMPLOYEES457,1.0
EMPLOYEES11885,EMPLOYEES2685,1.0
EMPLOYEES11886,EMPLOYEES9701,1.0
EMPLOYEES11887,EMPLOYEES14095,1.0
EMPLOYEES11888,EMPLOYEES3748,1.0
EMPLOYEES11889,EMPLOYEES5833,1.0
EMPLOYEES1189,EMPLOYEES1225,1.0
EMPLOYEES11890,EMPLOYEES14845,1.0
EMPLOYEES11891,EMPLOYEES8152,1.0
EMPLOYEES11892,EMPLOYEES10766,1.0
EMPLOYEES11893,EMPLOYEES1259,1.0
EMPLOYEES11894,EMPLOYEES13971,1.0
EMPLOYEES11895,EMPLOYEES10531,1.0
EMPLOYEES11896,EMPLOYEES6941,1.0
EMPLOYEES11897,EMPLOYEES6626,1.0
EMPLOYEES11898,EMPLOYEES2419,1.0
EMPLOYEES11899,EMPLOYEES5803,1.0
EMPLOYEES119,EMPLOYEES307,1.0
EMPLOYEES1190,EMPLOYEES1019,1.0
EMPLOYEES11900,EMPLOYEES12522,1.0
EMPLOYEES11901,EMPLOYEES14494,1.0
EMPLOYEES11902,EMPLOYEES7845,1.0
EMPLOYEES11904,EMPLOYEES9911,1.0
EMPLOYEES11905,EMPLOYEES11390,1.0
EMPLOYEES11906,EMPLOYEES11012,1.0
EMPLOYEES11907,EMPLOYEES9140,1.0
EMPLOYEES11908,EMPLOYEES5183,1.0
EMPLOYEES11909,EMPLOYEES11257,1.0
EMPLOYEES1191,EMPLOYEES12394,1.0
EMPLOYEES11910,EMPLOYEES8685,1.0
EMPLOYEES11911,EMPLOYEES116,1.0
EMPLOYEES11912,EMPLOYEES4443,1.0
EMPLOYEES11913,EMPLOYEES794,1.0
EMPLOYEES11914,EMPLOYEES13755,1.0
EMPLOYEES11915,EMPLOYEES11083,1.0
EMPLOYEES11916,EMPLOYEES9047,1.0
EMPLOYEES11917,EMPLOYEES14747,1.0
EMPLOYEES11918,EMPLOYEES10779,1.0
EMPLOYEES11919,EMPLOYEES3341,1.0
EMPLOYEES1192,EMPLOYEES12611,1.0
EMPLOYEES11920,EMPLOYEES5391,1.0
EMPLOYEES11921,EMPLOYEES6261,1.0
EMPLOYEES11922,EMPLOYEES7392,1.0
EMPLOYEES11924,EMPLOYEES4918,1.0
EMPLOYEES11925,EMPLOYEES2395,1.0
EMPLOYEES11926,EMPLOYEES10,1.0
EMPLOYEES11927,EMPLOYEES14971,1.0
EMPLOYEES11928,EMPLOYEES4773,1.0
EMPLOYEES11929,EMPLOYEES14073,1.0
EMPLOYEES1193,EMPLOYEES1476,1.0
EMPLOYEES11930,EMPLOYEES3331,1.0
EMPLOYEES11931,EMPLOYEES10600,1.0
EMPLOYEES11932,EMPLOYEES3546,1.0
EMPLOYEES11933,EMPLOYEES10540,1.0
EMPLOYEES11934,EMPLOYEES13269,1.0
EMPLOYEES11935,EMPLOYEES3634,1.0
EMPLOYEES11936,EMPLOYEES6349,1.0
EMPLOYEES11937,EMPLOYEES13997,1.0
EMPLOYEES11938,EMPLOYEES1178,1.0
EMPLOYEES11939,EMPLOYEES10544,1.0
EMPLOYEES1194,EMPLOYEES2092,1.0
EMPLOYEES11940,EMPLOYEES7189,1.0
EMPLOYEES11941,EMPLOYEES2246,1.0
EMPLOYEES11942,EMPLOYEES13483,1.0
EMPLOYEES11943,EMPLOYEES8015,1.0
EMPLOYEES11944,EMPLOYEES4704,1.0
EMPLOYEES11945,EMPLOYEES13446,1.0
EMPLOYEES11946,EMPLOYEES11331,1.0
EMPLOYEES11947,EMPLOYEES9727,1.0
EMPLOYEES11948,EMPLOYEES10037,1.0
EMPLOYEES11949,EMPLOYEES8150,1.0
EMPLOYEES1195,EMPLOYEES5546,1.0
EMPLOYEES11950,EMPLOYEES4222,1.0
EMPLOYEES11951,EMPLOYEES11750,1.0
EMPLOYEES11952,EMPLOYEES11886,1.0
EMPLOYEES11953,EMPLOYEES9542,1.0
EMPLOYEES11954,EMPLOYEES11779,1.0
EMPLOYEES11955,EMPLOYEES6298,1.0
EMPLOYEES11956,EMPLOYEES2809,1.0
EMPLOYEES11957,EMPLOYEES4364,1.0
EMPLOYEES11958,EMPLOYEES5026,1.0
EMPLOYEES11959,EMPLOYEES9652,1.0
EMPLOYEES1196,EMPLOYEES5874,1.0
EMPLOYEES11960,EMPLOYEES10037,1.0
EMPLOYEES11961,EMPLOYEES11789,1.0
EMPLOYEES11962,EMPLOYEES6429,1.0
EMPLOYEES11963,EMPLOYEES404,1.0
EMPLOYEES11964,EMPLOYEES10720,1.0
EMPLOYEES11965,EMPLOYEES1669,1.0
EMPLOYEES11966,EMPLOYEES4107,1.0
EMPLOYEES11967,EMPLOYEES12892,1.0
EMPLOYEES11968,EMPLOYEES10581,1.0
EMPLOYEES11969,EMPLOYEES5267,1.0
EMPLOYEES1197,EMPLOYEES14390,1.0
EMPLOYEES11970,EMPLOYEES10034,1.0
EMPLOYEES11971,EMPLOYEES6441,1.0
EMPLOYEES11972,EMPLOYEES4364,1.0
EMPLOYEES11973,EMPLOYEES4953,1.0
EMPLOYEES11974,EMPLOYEES8953,1.0
EMPLOYEES11975,EMPLOYEES5516,1.0
EMPLOYEES11976,EMPLOYEES13554,1.0
EMPLOYEES11977,EMPLOYEES8143,1.0
EMPLOYEES11978,EMPLOYEES4687,1.0
EMPLOYEES11979,EMPLOYEES11283,1.0
EMPLOYEES1198,EMPLOYEES708,1.0
EMPLOYEES11980,EMPLOYEES7357,1.0
EMPLOYEES11981,EMPLOYEES9318,1.0
EMPLOYEES11982,EMPLOYEES7455,1.0
EMPLOYEES11983,EMPLOYEES7802,1.0
EMPLOYEES11984,EMPLOYEES9451,1.0
EMPLOYEES11985,EMPLOYEES10434,1.0
EMPLOYEES11986,EMPLOYEES3602,1.0
EMPLOYEES11987,EMPLOYEES13401,1.0
EMPLOYEES11988,EMPLOYEES253,1.0
EMPLOYEES11989,EMPLOYEES13602,1.0
EMPLOYEES1199,EMPLOYEES14679,1.0
EMPLOYEES11990,EMPLOYEES11803,1.0
EMPLOYEES11991,EMPLOYEES7091,1.0
EMPLOYEES11992,EMPLOYEES7426,1.0
EMPLOYEES11993,EMPLOYEES7745,1.0
EMPLOYEES11994,EMPLOYEES5371,1.0
EMPLOYEES11995,EMPLOYEES13853,1.0
EMPLOYEES11996,EMPLOYEES2017,1.0
EMPLOYEES11997,EMPLOYEES5420,1.0
EMPLOYEES11998,EMPLOYEES6763,1.0
EMPLOYEES11999,EMPLOYEES12355,1.0
EMPLOYEES12,EMPLOYEES1887,1.0
EMPLOYEES120,EMPLOYEES12043,1.0
EMPLOYEES1200,EMPLOYEES10425,1.0
EMPLOYEES12000,EMPLOYEES742,1.0
EMPLOYEES12001,EMPLOYEES14870,1.0
EMPLOYEES12002,EMPLOYEES1196,1.0
EMPLOYEES12003,EMPLOYEES14931,1.0
EMPLOYEES12004,EMPLOYEES10078,1.0
EMPLOYEES12005,EMPLOYEES562,1.0
EMPLOYEES12006,EMPLOYEES1450,1.0
EMPLOYEES12007,EMPLOYEES387,1.0
EMPLOYEES12008,EMPLOYEES232,1.0
EMPLOYEES12009,EMPLOYEES195,1.0
EMPLOYEES1201,EMPLOYEES9017,1.0
EMPLOYEES12010,EMPLOYEES685,1.0
EMPLOYEES12011,EMPLOYEES1456,1.0
EMPLOYEES12012,EMPLOYEES938,1.0
EMPLOYEES12013,EMPLOYEES12115,1.0
EMPLOYEES12014,EMPLOYEES1600,1.0
EMPLOYEES12015,EMPLOYEES1264,1.0
EMPLOYEES12016,EMPLOYEES14227,1.0
EMPLOYEES12017,EMPLOYEES12214,1.0
EMPLOYEES12018,EMPLOYEES3360,1.0
EMPLOYEES12019,EMPLOYEES706,1.0
EMPLOYEES1202,EMPLOYEES1497,1.0
EMPLOYEES12020,EMPLOYEES6189,1.0
EMPLOYEES12021,EMPLOYEES1937,1.0
EMPLOYEES12022,EMPLOYEES1177,1.0
EMPLOYEES12023,EMPLOYEES12279,1.0
EMPLOYEES12024,EMPLOYEES957,1.0
EMPLOYEES12025,EMPLOYEES13669,1.0
EMPLOYEES12026,EMPLOYEES10018,1.0
EMPLOYEES12027,EMPLOYEES4607,1.0
EMPLOYEES12028,EMPLOYEES12563,1.0
EMPLOYEES12029,EMPLOYEES5924,1.0
EMPLOYEES1203,EMPLOYEES14299,1.0
EMPLOYEES12030,EMPLOYEES1122,1.0
EMPLOYEES12031,EMPLOYEES1117,1.0
EMPLOYEES12032,EMPLOYEES6117,1.0
EMPLOYEES12033,EMPLOYEES1459,1.0
EMPLOYEES12034,EMPLOYEES1170,1.0
EMPLOYEES12035,EMPLOYEES9803,1.0
EMPLOYEES12036,EMPLOYEES1497,1.0
EMPLOYEES12037,EMPLOYEES12659,1.0
EMPLOYEES12038,EMPLOYEES1273,1.0
EMPLOYEES12039,EMPLOYEES14894,1.0
EMPLOYEES1204,EMPLOYEES231,1.0
EMPLOYEES12040,EMPLOYEES12760,1.0
EMPLOYEES12041,EMPLOYEES2812,1.0
EMPLOYEES12042,EMPLOYEES12538,1.0
EMPLOYEES12043,EMPLOYEES25,1.0
EMPLOYEES12044,EMPLOYEES12453,1.0
EMPLOYEES12045,EMPLOYEES14863,1.0
EMPLOYEES12046,EMPLOYEES2365,1.0
EMPLOYEES12047,EMPLOYEES2651,1.0
EMPLOYEES12048,EMPLOYEES8210,1.0
EMPLOYEES12049,EMPLOYEES749,1.0
EMPLOYEES1205,EMPLOYEES219,1.0
EMPLOYEES12050,EMPLOYEES2555,1.0
EMPLOYEES12051,EMPLOYEES10933,1.0
EMPLOYEES12052,EMPLOYEES14667,1.0
EMPLOYEES12053,EMPLOYEES918,1.0
EMPLOYEES12054,EMPLOYEES4624,1.0
EMPLOYEES12055,EMPLOYEES14557,1.0
EMPLOYEES12056,EMPLOYEES14865,1.0
EMPLOYEES12057,EMPLOYEES14276,1.0
EMPLOYEES12058,EMPLOYEES311,1.0
EMPLOYEES12059,EMPLOYEES14836,1.0
EMPLOYEES1206,EMPLOYEES31,1.0
EMPLOYEES12060,EMPLOYEES2665,1.0
EMPLOYEES12061,EMPLOYEES8193,1.0
EMPLOYEES12062,EMPLOYEES1014,1.0
EMPLOYEES12063,EMPLOYEES12761,1.0
EMPLOYEES12064,EMPLOYEES1758,1.0
EMPLOYEES12065,EMPLOYEES1646,1.0
EMPLOYEES12066,EMPLOYEES10124,1.0
EMPLOYEES12067,EMPLOYEES4170,1.0
EMPLOYEES12068,EMPLOYEES3186,1.0
EMPLOYEES12069,EMPLOYEES5017,1.0
EMPLOYEES1207,EMPLOYEES9205,1.0
EMPLOYEES12070,EMPLOYEES113,1.0
EMPLOYEES12071,EMPLOYEES5361,1.0
EMPLOYEES12072,EMPLOYEES12652,1.0
EMPLOYEES12073,EMPLOYEES14222,1.0
EMPLOYEES12074,EMPLOYEES12112,1.0
EMPLOYEES12075,EMPLOYEES14688,1.0
EMPLOYEES12076,EMPLOYEES1895,1.0
EMPLOYEES12077,EMPLOYEES935,1.0
EMPLOYEES12078,EMPLOYEES1512,1.0
EMPLOYEES12079,EMPLOYEES13195,1.0
EMPLOYEES1208,EMPLOYEES3759,1.0
EMPLOYEES12080,EMPLOYEES1692,1.0
EMPLOYEES12081,EMPLOYEES11094,1.0
EMPLOYEES12082,EMPLOYEES14343,1.0
EMPLOYEES12083,EMPLOYEES12797,1.0
EMPLOYEES12084,EMPLOYEES5008,1.0
EMPLOYEES12085,EMPLOYEES12288,1.0
EMPLOYEES12086,EMPLOYEES537,1.0
EMPLOYEES12087,EMPLOYEES4091,1.0
EMPLOYEES12088,EMPLOYEES12052,1.0
EMPLOYEES12089,EMPLOYEES9993,1.0
EMPLOYEES1209,EMPLOYEES622,1.0
EMPLOYEES12090,EMPLOYEES489,1.0
EMPLOYEES12091,EMPLOYEES1058,1.0
EMPLOYEES12092,EMPLOYEES8638,1.0
EMPLOYEES12093,EMPLOYEES14087,1.0
EMPLOYEES12094,EMPLOYEES8623,1.0
EMPLOYEES12095,EMPLOYEES12333,1.0
EMPLOYEES12096,EMPLOYEES548,1.0
EMPLOYEES12097,EMPLOYEES77,1.0
EMPLOYEES12098,EMPLOYEES12346,1.0
EMPLOYEES12099,EMPLOYEES598,1.0
EMPLOYEES121,EMPLOYEES12960,1.0
EMPLOYEES1210,EMPLOYEES12036,1.0
EMPLOYEES12100,EMPLOYEES1087,1.0
EMPLOYEES12101,EMPLOYEES210,1.0
EMPLOYEES12102,EMPLOYEES185,1.0
EMPLOYEES12103,EMPLOYEES2932,1.0
EMPLOYEES12104,EMPLOYEES455,1.0
EMPLOYEES12105,EMPLOYEES923,1.0
EMPLOYEES12106,EMPLOYEES4891,1.0
EMPLOYEES12107,EMPLOYEES2763,1.0
EMPLOYEES12108,EMPLOYEES704,1.0
EMPLOYEES12109,EMPLOYEES4822,1.0
EMPLOYEES1211,EMPLOYEES605,1.0
EMPLOYEES12110,EMPLOYEES14579,1.0
EMPLOYEES12111,EMPLOYEES14290,1.0
EMPLOYEES12112,EMPLOYEES12074,1.0
EMPLOYEES12113,EMPLOYEES1636,1.0
EMPLOYEES12114,EMPLOYEES7616,1.0
EMPLOYEES12115,EMPLOYEES12013,1.0
EMPLOYEES12116,EMPLOYEES575,1.0
EMPLOYEES12117,EMPLOYEES1623,1.0
EMPLOYEES12118,EMPLOYEES980,1.0
EMPLOYEES12119,EMPLOYEES756,1.0
EMPLOYEES1212,EMPLOYEES12615,1.0
EMPLOYEES12120,EMPLOYEES1026,1.0
EMPLOYEES12121,EMPLOYEES13905,1.0
EMPLOYEES12122,EMPLOYEES1026,1.0
EMPLOYEES12123,EMPLOYEES11250,1.0
EMPLOYEES12124,EMPLOYEES798,1.0
EMPLOYEES12125,EMPLOYEES3084,1.0
EMPLOYEES12126,EMPLOYEES12324,1.0
EMPLOYEES12127,EMPLOYEES12296,1.0
EMPLOYEES12128,EMPLOYEES3982,1.0
EMPLOYEES12129,EMPLOYEES615,1.0
EMPLOYEES1213,EMPLOYEES7268,1.0
EMPLOYEES12130,EMPLOYEES1374,1.0
EMPLOYEES12131,EMPLOYEES12340,1.0
EMPLOYEES12132,EMPLOYEES10791,1.0
EMPLOYEES12133,EMPLOYEES7622,1.0
EMPLOYEES12134,EMPLOYEES14658,1.0
EMPLOYEES12135,EMPLOYEES806,1.0
EMPLOYEES12136,EMPLOYEES8676,1.0
EMPLOYEES12137,EMPLOYEES44,1.0
EMPLOYEES12138,EMPLOYEES1235,1.0
EMPLOYEES12139,EMPLOYEES14208,1.0
EMPLOYEES1214,EMPLOYEES12751,1.0
EMPLOYEES12140,EMPLOYEES5296,1.0
EMPLOYEES12141,EMPLOYEES1964,1.0
EMPLOYEES12142,EMPLOYEES19,1.0
EMPLOYEES12143,EMPLOYEES12744,1.0
EMPLOYEES12144,EMPLOYEES14438,1.0
EMPLOYEES12145,EMPLOYEES5360,1.0
EMPLOYEES12146,EMPLOYEES4285,1.0
EMPLOYEES12147,EMPLOYEES5028,1.0
EMPLOYEES12148,EMPLOYEES1101,1.0
EMPLOYEES12149,EMPLOYEES1514,1.0
EMPLOYEES1215,EMPLOYEES14657,1.0
EMPLOYEES12150,EMPLOYEES1415,1.0
EMPLOYEES12151,EMPLOYEES12598,1.0
EMPLOYEES12152,EMPLOYEES1180,1.0
EMPLOYEES12153,EMPLOYEES1918,1.0
EMPLOYEES12154,EMPLOYEES49,1.0
EMPLOYEES12155,EMPLOYEES1345,1.0
EMPLOYEES12156,EMPLOYEES1378,1.0
EMPLOYEES12157,EMPLOYEES12236,1.0
EMPLOYEES12158,EMPLOYEES12672,1.0
EMPLOYEES12159,EMPLOYEES1936,1.0
EMPLOYEES1216,EMPLOYEES3095,1.0
EMPLOYEES12160,EMPLOYEES1074,1.0
EMPLOYEES12161,EMPLOYEES12311,1.0
EMPLOYEES12162,EMPLOYEES10290,1.0
EMPLOYEES12163,EMPLOYEES981,1.0
EMPLOYEES12164,EMPLOYEES5402,1.0
EMPLOYEES12165,EMPLOYEES7078,1.0
EMPLOYEES12166,EMPLOYEES1121,1.0
EMPLOYEES12167,EMPLOYEES1700,1.0
EMPLOYEES12169,EMPLOYEES10159,1.0
EMPLOYEES1217,EMPLOYEES1295,1.0
EMPLOYEES12170,EMPLOYEES17,1.0
EMPLOYEES12171,EMPLOYEES5599,1.0
EMPLOYEES12172,EMPLOYEES1600,1.0
EMPLOYEES12173,EMPLOYEES506,1.0
EMPLOYEES12174,EMPLOYEES937,1.0
EMPLOYEES12175,EMPLOYEES828,1.0
EMPLOYEES12176,EMPLOYEES4541,1.0
EMPLOYEES12177,EMPLOYEES14357,1.0
EMPLOYEES12178,EMPLOYEES9685,1.0
EMPLOYEES12179,EMPLOYEES5493,1.0
EMPLOYEES1218,EMPLOYEES12405,1.0
EMPLOYEES12180,EMPLOYEES945,1.0
EMPLOYEES12181,EMPLOYEES286,1.0
EMPLOYEES12182,EMPLOYEES489,1.0
EMPLOYEES12183,EMPLOYEES245,1.0
EMPLOYEES12184,EMPLOYEES12740,1.0
EMPLOYEES12185,EMPLOYEES13898,1.0
EMPLOYEES12186,EMPLOYEES12646,1.0
EMPLOYEES12187,EMPLOYEES908,1.0
EMPLOYEES12188,EMPLOYEES2768,1.0
EMPLOYEES12189,EMPLOYEES12429,1.0
EMPLOYEES1219,EMPLOYEES3309,1.0
EMPLOYEES12190,EMPLOYEES897,1.0
EMPLOYEES12191,EMPLOYEES468,1.0
EMPLOYEES12192,EMPLOYEES8876,1.0
EMPLOYEES12193,EMPLOYEES5880,1.0
EMPLOYEES12194,EMPLOYEES1786,1.0
EMPLOYEES12195,EMPLOYEES195,1.0
EMPLOYEES12196,EMPLOYEES12766,1.0
EMPLOYEES12197,EMPLOYEES8752,1.0
EMPLOYEES12198,EMPLOYEES14451,1.0
EMPLOYEES12199,EMPLOYEES58,1.0
EMPLOYEES122,EMPLOYEES5631,1.0
EMPLOYEES1220,EMPLOYEES13699,1.0
EMPLOYEES12200,EMPLOYEES7420,1.0
EMPLOYEES12201,EMPLOYEES3184,1.0
EMPLOYEES12202,EMPLOYEES1897,1.0
EMPLOYEES12203,EMPLOYEES2770,1.0
EMPLOYEES12204,EMPLOYEES12329,1.0
EMPLOYEES12205,EMPLOYEES4221,1.0
EMPLOYEES12206,EMPLOYEES382,1.0
EMPLOYEES12207,EMPLOYEES4306,1.0
EMPLOYEES12208,EMPLOYEES2752,1.0
EMPLOYEES12209,EMPLOYEES11111,1.0
EMPLOYEES1221,EMPLOYEES12216,1.0
EMPLOYEES12210,EMPLOYEES659,1.0
EMPLOYEES12211,EMPLOYEES1437,1.0
EMPLOYEES12212,EMPLOYEES12745,1.0
EMPLOYEES12213,EMPLOYEES7114,1.0
EMPLOYEES12214,EMPLOYEES12017,1.0
EMPLOYEES12215,EMPLOYEES1470,1.0
EMPLOYEES12216,EMPLOYEES1221,1.0
EMPLOYEES12217,EMPLOYEES1854,1.0
EMPLOYEES12218,EMPLOYEES12100,1.0
EMPLOYEES12219,EMPLOYEES14322,1.0
EMPLOYEES1222,EMPLOYEES10935,1.0
EMPLOYEES12220,EMPLOYEES8768,1.0
EMPLOYEES12221,EMPLOYEES960,1.0
EMPLOYEES12222,EMPLOYEES14553,1.0
EMPLOYEES12223,EMPLOYEES1048,1.0
EMPLOYEES12224,EMPLOYEES4926,1.0
EMPLOYEES12225,EMPLOYEES13459,1.0
EMPLOYEES12226,EMPLOYEES2585,1.0
EMPLOYEES12227,EMPLOYEES10665,1.0
EMPLOYEES12228,EMPLOYEES12781,1.0
EMPLOYEES12229,EMPLOYEES7610,1.0
EMPLOYEES1223,EMPLOYEES1571,1.0
EMPLOYEES12230,EMPLOYEES9778,1.0
EMPLOYEES12231,EMPLOYEES3005,1.0
EMPLOYEES12232,EMPLOYEES5094,1.0
EMPLOYEES12233,EMPLOYEES795,1.0
EMPLOYEES12234,EMPLOYEES14685,1.0
EMPLOYEES12235,EMPLOYEES8614,1.0
EMPLOYEES12236,EMPLOYEES7240,1.0
EMPLOYEES12237,EMPLOYEES12749,1.0
EMPLOYEES12238,EMPLOYEES559,1.0
EMPLOYEES12239,EMPLOYEES14715,1.0
EMPLOYEES1224,EMPLOYEES5588,1.0
EMPLOYEES12240,EMPLOYEES98,1.0
EMPLOYEES12241,EMPLOYEES14682,1.0
EMPLOYEES12242,EMPLOYEES14928,1.0
EMPLOYEES12243,EMPLOYEES10630,1.0
EMPLOYEES12244,EMPLOYEES12122,1.0
EMPLOYEES12245,EMPLOYEES2682,1.0
EMPLOYEES12246,EMPLOYEES12538,1.0
EMPLOYEES12247,EMPLOYEES14515,1.0
EMPLOYEES12248,EMPLOYEES261,1.0
EMPLOYEES12249,EMPLOYEES5936,1.0
EMPLOYEES1225,EMPLOYEES528,1.0
EMPLOYEES12250,EMPLOYEES973,1.0
EMPLOYEES12251,EMPLOYEES7456,1.0
EMPLOYEES12252,EMPLOYEES14192,1.0
EMPLOYEES12253,EMPLOYEES13668,1.0
EMPLOYEES12254,EMPLOYEES1653,1.0
EMPLOYEES12255,EMPLOYEES8166,1.0
EMPLOYEES12256,EMPLOYEES12723,1.0
EMPLOYEES12257,EMPLOYEES173,1.0
EMPLOYEES12258,EMPLOYEES3699,1.0
EMPLOYEES12259,EMPLOYEES6903,1.0
EMPLOYEES1226,EMPLOYEES1345,1.0
EMPLOYEES12260,EMPLOYEES821,1.0
EMPLOYEES12261,EMPLOYEES928,1.0
EMPLOYEES12262,EMPLOYEES11849,1.0
EMPLOYEES12263,EMPLOYEES1684,1.0
EMPLOYEES12264,EMPLOYEES537,1.0
EMPLOYEES12265,EMPLOYEES9221,1.0
EMPLOYEES12266,EMPLOYEES3226,1.0
EMPLOYEES12267,EMPLOYEES1486,1.0
EMPLOYEES12268,EMPLOYEES797,1.0
EMPLOYEES12269,EMPLOYEES607,1.0
EMPLOYEES1227,EMPLOYEES14502,1.0
EMPLOYEES12270,EMPLOYEES607,1.0
EMPLOYEES12271,EMPLOYEES14401,1.0
EMPLOYEES12272,EMPLOYEES14444,1.0
EMPLOYEES12273,EMPLOYEES7910,1.0
EMPLOYEES12274,EMPLOYEES1212,1.0
EMPLOYEES12275,EMPLOYEES14478,1.0
EMPLOYEES12276,EMPLOYEES11763,1.0
EMPLOYEES12277,EMPLOYEES198,1.0
EMPLOYEES12278,EMPLOYEES3498,1.0
EMPLOYEES12279,EMPLOYEES12023,1.0
EMPLOYEES1228,EMPLOYEES14801,1.0
EMPLOYEES12280,EMPLOYEES5475,1.0
EMPLOYEES12281,EMPLOYEES12771,1.0
EMPLOYEES12283,EMPLOYEES6300,1.0
EMPLOYEES12284,EMPLOYEES14705,1.0
EMPLOYEES12285,EMPLOYEES2155,1.0
EMPLOYEES12286,EMPLOYEES14509,1.0
EMPLOYEES12287,EMPLOYEES1937,1.0
EMPLOYEES12288,EMPLOYEES12085,1.0
EMPLOYEES12289,EMPLOYEES11849,1.0
EMPLOYEES1229,EMPLOYEES1738,1.0
EMPLOYEES12290,EMPLOYEES290,1.0
EMPLOYEES12291,EMPLOYEES1745,1.0
EMPLOYEES12292,EMPLOYEES13353,1.0
EMPLOYEES12293,EMPLOYEES1286,1.0
EMPLOYEES12294,EMPLOYEES1232,1.0
EMPLOYEES12295,EMPLOYEES14266,1.0
EMPLOYEES12296,EMPLOYEES12127,1.0
EMPLOYEES12297,EMPLOYEES150,1.0
EMPLOYEES12298,EMPLOYEES14671,1.0
EMPLOYEES12299,EMPLOYEES396,1.0
EMPLOYEES123,EMPLOYEES2437,1.0
EMPLOYEES1230,EMPLOYEES11829,1.0
EMPLOYEES12300,EMPLOYEES11894,1.0
EMPLOYEES12301,EMPLOYEES1068,1.0
EMPLOYEES12302,EMPLOYEES302,1.0
EMPLOYEES12303,EMPLOYEES281,1.0
EMPLOYEES12304,EMPLOYEES14999,1.0
EMPLOYEES12305,EMPLOYEES9,1.0
EMPLOYEES12306,EMPLOYEES12425,1.0
EMPLOYEES12307,EMPLOYEES223,1.0
EMPLOYEES12308,EMPLOYEES12600,1.0
EMPLOYEES12309,EMPLOYEES2054,1.0
EMPLOYEES1231,EMPLOYEES1324,1.0
EMPLOYEES12310,EMPLOYEES14540,1.0
EMPLOYEES12311,EMPLOYEES12161,1.0
EMPLOYEES12312,EMPLOYEES12718,1.0
EMPLOYEES12313,EMPLOYEES14915,1.0
EMPLOYEES12314,EMPLOYEES2018,1.0
EMPLOYEES12315,EMPLOYEES14806,1.0
EMPLOYEES12316,EMPLOYEES13097,1.0
EMPLOYEES12317,EMPLOYEES1846,1.0
EMPLOYEES12318,EMPLOYEES1131,1.0
EMPLOYEES12319,EMPLOYEES12672,1.0
EMPLOYEES1232,EMPLOYEES14973,1.0
EMPLOYEES12320,EMPLOYEES1058,1.0
EMPLOYEES12321,EMPLOYEES1293,1.0
EMPLOYEES12322,EMPLOYEES12908,1.0
EMPLOYEES12323,EMPLOYEES7367,1.0
EMPLOYEES12324,EMPLOYEES12126,1.0
EMPLOYEES12325,EMPLOYEES358,1.0
EMPLOYEES12326,EMPLOYEES13897,1.0
EMPLOYEES12327,EMPLOYEES14773,1.0
EMPLOYEES12328,EMPLOYEES7697,1.0
EMPLOYEES12329,EMPLOYEES12204,1.0
EMPLOYEES1233,EMPLOYEES652,1.0
